species,name,age
Brachiosaurus,Tiny,13
Triceratops,Cera,28
Ankylosaurus,Rex,40
Ankylosaurus,Longneck,44
Brachiosaurus,Longneck,1
Ankylosaurus,Spiny,41
Allosaurus,Spike,41
Brachiosaurus,Rex,71
Diplodocus,Spiny,44
Spinosaurus,Tank,0
Triceratops,One-eye,54
Ankylosaurus,Blue,42
Allosaurus,Cera,71
Triceratops,Rex,27
Diplodocus,Rex,77
Brachiosaurus,Rex,59
Triceratops,Spike,21
Brachiosaurus,Longneck,74
Velociraptor,Rex,21
Brachiosaurus,Blue,64
Velociraptor,Pterry,73
Diplodocus,Spike,59
Spinosaurus,Blue,55
Spinosaurus,Spiny,79
Spinosaurus,Pterry,71
Pterodactyl,Rex,56
Tyrannosaurus,Blue,0
Velociraptor,Tank,78
Diplodocus,Rex,50
Velociraptor,Pterry,93
Triceratops,Spiny,19
Brachiosaurus,Spike,74
Stegosaurus,Blue,81
Tyrannosaurus,Longneck,39
Stegosaurus,Tiny,42
Tyrannosaurus,Pterry,86
Triceratops,Blue,31
Velociraptor,One-eye,45
Brachiosaurus,One-eye,97
Stegosaurus,Tiny,5
Stegosaurus,Tank,48
Ankylosaurus,Longneck,27
Triceratops,One-eye,86
Tyrannosaurus,Tiny,23
Tyrannosaurus,Tiny,25
Pterodactyl,Spike,46
Triceratops,Cera,23
Ankylosaurus,Pterry,80
Spinosaurus,Tank,35
Pterodactyl,Tank,12
Brachiosaurus,Rex,87
Tyrannosaurus,Blue,83
Tyrannosaurus,Tank,33
Pterodactyl,Cera,62
Spinosaurus,Pterry,57
Velociraptor,One-eye,9
Allosaurus,Tank,23
Diplodocus,Rex,80
Allosaurus,Pterry,12
Allosaurus,Tank,10
Tyrannosaurus,Spiny,78
Tyrannosaurus,Tiny,65
Stegosaurus,Blue,40
Triceratops,Blue,8
Diplodocus,Spiny,37
Diplodocus,One-eye,66
Tyrannosaurus,Longneck,8
Spinosaurus,Spike,76
Velociraptor,Spike,92
Velociraptor,Tank,35
Spinosaurus,Tiny,33
Velociraptor,Spiny,63
Triceratops,Blue,62
Spinosaurus,Pterry,99
Diplodocus,Spiny,10
Stegosaurus,Tiny,15
Brachiosaurus,One-eye,80
Velociraptor,Tiny,37
Ankylosaurus,Tank,49
Stegosaurus,Longneck,47
Pterodactyl,Pterry,11
Ankylosaurus,Blue,67
Pterodactyl,Rex,62
Tyrannosaurus,Blue,51
Diplodocus,One-eye,26
Stegosaurus,Tank,43
Ankylosaurus,Rex,11
Pterodactyl,One-eye,41
Pterodactyl,Tank,16
Triceratops,Cera,3
Diplodocus,Tank,77
Stegosaurus,Tank,53
Allosaurus,Tiny,26
Diplodocus,Spike,82
Velociraptor,Blue,19
Ankylosaurus,One-eye,12
Brachiosaurus,One-eye,21
Triceratops,Cera,81
Tyrannosaurus,One-eye,59
Tyrannosaurus,Tank,27
Diplodocus,Cera,67
Ankylosaurus,Rex,86
Triceratops,Tank,72
Triceratops,Spiny,83
Spinosaurus,Spike,88
Tyrannosaurus,Tiny,92
Pterodactyl,Blue,33
Allosaurus,Rex,52
Diplodocus,Blue,73
Pterodactyl,Spiny,83
Velociraptor,Pterry,81
Ankylosaurus,Spike,40
Brachiosaurus,Tiny,23
Velociraptor,Tiny,50
Triceratops,Longneck,78
Spinosaurus,Pterry,95
Stegosaurus,Longneck,71
Allosaurus,Longneck,3
Spinosaurus,Cera,60
Triceratops,Rex,8
Diplodocus,Tank,26
Stegosaurus,Spiny,43
Pterodactyl,Pterry,6
Velociraptor,Pterry,68
Stegosaurus,Pterry,88
Velociraptor,Cera,37
Spinosaurus,Pterry,92
Diplodocus,Blue,99
Brachiosaurus,Spiny,73
Stegosaurus,Blue,61
Ankylosaurus,Spike,97
Tyrannosaurus,Spiny,78
Triceratops,Pterry,94
Diplodocus,Cera,71
Pterodactyl,Blue,95
Diplodocus,Tiny,11
Stegosaurus,Rex,74
Allosaurus,One-eye,39
Brachiosaurus,Pterry,6
Tyrannosaurus,Tiny,29
Spinosaurus,Longneck,26
Velociraptor,Rex,56
Tyrannosaurus,Pterry,82
Velociraptor,Rex,34
Pterodactyl,Spiny,3
Triceratops,Spike,88
Stegosaurus,Blue,31
Triceratops,Rex,24
Diplodocus,Pterry,79
Velociraptor,Tiny,25
Spinosaurus,Blue,88
Stegosaurus,Spike,97
Triceratops,Blue,63
Pterodactyl,Blue,81
Tyrannosaurus,Cera,37
Pterodactyl,Tiny,7
Ankylosaurus,Tank,43
Ankylosaurus,One-eye,75
Tyrannosaurus,Spike,85
Tyrannosaurus,Tiny,0
Stegosaurus,Tiny,86
Velociraptor,Spike,41
Spinosaurus,Pterry,13
Velociraptor,Spike,15
Velociraptor,Spike,94
Velociraptor,Rex,54
Pterodactyl,Longneck,21
Allosaurus,Blue,8
Allosaurus,Tank,78
Diplodocus,Spike,78
Ankylosaurus,Cera,18
Tyrannosaurus,Tank,72
Stegosaurus,Longneck,52
Ankylosaurus,One-eye,60
Velociraptor,Tank,95
Spinosaurus,Cera,33
Velociraptor,Rex,34
Brachiosaurus,Spiny,82
Spinosaurus,Spike,11
Triceratops,One-eye,96
Brachiosaurus,Tiny,87
Brachiosaurus,Rex,98
Diplodocus,One-eye,41
Spinosaurus,Cera,27
Pterodactyl,Rex,33
Tyrannosaurus,Longneck,94
Tyrannosaurus,Tank,22
Brachiosaurus,Spiny,58
Velociraptor,Spike,20
Stegosaurus,Longneck,31
Pterodactyl,Tank,25
Pterodactyl,Spiny,8
Spinosaurus,Rex,2
Tyrannosaurus,Tank,34
Diplodocus,Rex,39
Tyrannosaurus,Cera,58
Tyrannosaurus,Cera,80
Allosaurus,Spiny,98
Triceratops,Pterry,28
Diplodocus,Tank,35
Stegosaurus,Spiny,55
Allosaurus,Longneck,85
Triceratops,Tiny,45
Allosaurus,Spiny,30
Triceratops,Longneck,87
Velociraptor,Tiny,31
Spinosaurus,Longneck,96
Ankylosaurus,Rex,83
Velociraptor,Cera,0
Tyrannosaurus,One-eye,20
Velociraptor,Blue,65
Spinosaurus,Longneck,20
Spinosaurus,Spiny,29
Pterodactyl,Longneck,41
Allosaurus,Spike,91
Velociraptor,Pterry,11
Spinosaurus,Tiny,89
Brachiosaurus,Tank,17
Spinosaurus,Tiny,10
Stegosaurus,Longneck,32
Triceratops,Blue,86
Spinosaurus,Pterry,71
Diplodocus,Longneck,50
Brachiosaurus,Spike,52
Diplodocus,Pterry,33
Pterodactyl,Pterry,17
Triceratops,One-eye,81
Brachiosaurus,Rex,70
Ankylosaurus,One-eye,33
Spinosaurus,Spike,46
Allosaurus,Spiny,22
Tyrannosaurus,Tank,30
Brachiosaurus,Tiny,82
Ankylosaurus,Longneck,52
Diplodocus,Spiny,84
Diplodocus,Pterry,41
Stegosaurus,Blue,36
Triceratops,Spike,89
Diplodocus,Blue,62
Brachiosaurus,One-eye,27
Brachiosaurus,One-eye,83
Tyrannosaurus,Tiny,23
Ankylosaurus,Cera,53
Tyrannosaurus,Rex,69
Diplodocus,Longneck,40
Brachiosaurus,Pterry,12
Spinosaurus,Tank,77
Ankylosaurus,One-eye,42
Triceratops,One-eye,80
Ankylosaurus,Pterry,86
Brachiosaurus,Blue,92
Pterodactyl,Blue,29
Diplodocus,Longneck,13
Triceratops,Spike,95
Diplodocus,Pterry,27
Tyrannosaurus,Longneck,45
Stegosaurus,One-eye,54
Diplodocus,Spiny,57
Tyrannosaurus,Tiny,46
Spinosaurus,Cera,9
Diplodocus,Rex,3
Triceratops,One-eye,22
Spinosaurus,Blue,47
Allosaurus,Spiny,40
Stegosaurus,Tank,90
Stegosaurus,Blue,89
Brachiosaurus,Tiny,85
Tyrannosaurus,Spiny,11
Tyrannosaurus,Tank,67
Velociraptor,Spike,7
Stegosaurus,Cera,97
Allosaurus,Rex,64
Allosaurus,Tank,23
Allosaurus,Blue,42
Pterodactyl,Cera,57
Ankylosaurus,Spike,16
Diplodocus,Cera,85
Ankylosaurus,Cera,76
Allosaurus,Blue,54
Triceratops,Rex,2
Diplodocus,Tiny,2
Allosaurus,One-eye,71
Tyrannosaurus,Tiny,89
Brachiosaurus,Pterry,38
Spinosaurus,Cera,0
Tyrannosaurus,Tiny,96
Pterodactyl,Spike,40
Tyrannosaurus,Tank,91
Triceratops,Pterry,8
Diplodocus,Rex,29
Tyrannosaurus,Tank,26
Ankylosaurus,Spiny,2
Tyrannosaurus,One-eye,29
Pterodactyl,Cera,12
Diplodocus,Longneck,91
Spinosaurus,Spiny,63
Triceratops,Spiny,75
Spinosaurus,One-eye,64
Spinosaurus,Spiny,35
Ankylosaurus,Pterry,9
Triceratops,Rex,30
Diplodocus,Pterry,11
Pterodactyl,Longneck,95
Diplodocus,Pterry,58
Triceratops,Tiny,72
Brachiosaurus,Spiny,66
Spinosaurus,Spiny,90
Allosaurus,Cera,48
Velociraptor,One-eye,60
Diplodocus,Pterry,60
Allosaurus,One-eye,56
Tyrannosaurus,Rex,13
Brachiosaurus,Cera,81
Pterodactyl,Pterry,54
Velociraptor,Blue,40
Stegosaurus,One-eye,91
Spinosaurus,Rex,85
Tyrannosaurus,Spiny,96
Velociraptor,Blue,80
Velociraptor,Tank,49
Pterodactyl,One-eye,50
Triceratops,Blue,80
Diplodocus,Longneck,9
Triceratops,Cera,59
Tyrannosaurus,Longneck,47
Ankylosaurus,Spike,38
Ankylosaurus,Blue,43
Stegosaurus,Blue,25
Velociraptor,Spike,96
Allosaurus,Blue,79
Tyrannosaurus,Blue,53
Ankylosaurus,Longneck,16
Brachiosaurus,One-eye,81
Tyrannosaurus,Tank,90
Diplodocus,Tiny,50
Pterodactyl,Rex,52
Velociraptor,Cera,77
Stegosaurus,Tiny,64
Spinosaurus,Blue,58
Tyrannosaurus,Spiny,14
Pterodactyl,Tiny,97
Ankylosaurus,Pterry,78
Velociraptor,Spiny,87
Ankylosaurus,Longneck,75
Stegosaurus,Blue,23
Tyrannosaurus,One-eye,93
Diplodocus,Spiny,23
Allosaurus,Spiny,16
Spinosaurus,One-eye,28
Velociraptor,Pterry,71
Triceratops,Tank,55
Spinosaurus,Spiny,41
Velociraptor,Blue,29
Stegosaurus,Rex,23
Stegosaurus,Tank,34
Stegosaurus,Tiny,17
Velociraptor,Tiny,87
Ankylosaurus,Tiny,48
Brachiosaurus,Longneck,13
Ankylosaurus,Cera,18
Allosaurus,Pterry,62
Ankylosaurus,Rex,43
Allosaurus,Tank,44
Brachiosaurus,Cera,75
Ankylosaurus,Tiny,89
Spinosaurus,One-eye,77
Triceratops,One-eye,37
Stegosaurus,Longneck,7
Spinosaurus,Cera,14
Brachiosaurus,Pterry,80
Ankylosaurus,Tank,4
Stegosaurus,Longneck,47
Velociraptor,Tiny,83
Allosaurus,Spiny,19
Diplodocus,Tank,84
Brachiosaurus,Longneck,60
Ankylosaurus,Longneck,15
Spinosaurus,Pterry,8
Brachiosaurus,Rex,61
Velociraptor,Cera,39
Brachiosaurus,Rex,87
Spinosaurus,Pterry,51
Pterodactyl,Longneck,77
Triceratops,Spike,47
Allosaurus,Rex,12
Stegosaurus,Cera,33
Pterodactyl,Pterry,35
Tyrannosaurus,Rex,3
Allosaurus,Cera,22
Spinosaurus,Spike,57
Diplodocus,Tiny,12
Ankylosaurus,One-eye,75
Ankylosaurus,One-eye,13
Velociraptor,Longneck,35
Velociraptor,Cera,88
Pterodactyl,Blue,50
Diplodocus,Tiny,81
Velociraptor,Spiny,77
Allosaurus,Spiny,99
Stegosaurus,Blue,96
Diplodocus,Tiny,70
Diplodocus,One-eye,99
Pterodactyl,Spiny,78
Diplodocus,Tank,86
Brachiosaurus,Spiny,57
Allosaurus,Spiny,21
Diplodocus,Rex,3
Triceratops,Spiny,76
Allosaurus,One-eye,93
Triceratops,Tank,57
Tyrannosaurus,One-eye,22
Tyrannosaurus,Spike,55
Diplodocus,Cera,29
Velociraptor,Pterry,9
Allosaurus,Blue,41
Spinosaurus,Blue,33
Brachiosaurus,Rex,92
Brachiosaurus,Spiny,20
Triceratops,One-eye,58
Tyrannosaurus,Longneck,32
Diplodocus,Spike,30
Spinosaurus,Tank,3
Allosaurus,Rex,49
Triceratops,Cera,7
Diplodocus,Pterry,63
Stegosaurus,Tank,40
Tyrannosaurus,Tiny,66
Stegosaurus,Rex,95
Triceratops,Spike,78
Stegosaurus,Spiny,65
Spinosaurus,Blue,66
Ankylosaurus,Spike,12
Triceratops,Spike,40
Brachiosaurus,Tiny,11
Allosaurus,Tank,40
Stegosaurus,Longneck,74
Pterodactyl,Cera,38
Spinosaurus,Tank,15
Diplodocus,Tiny,48
Diplodocus,Pterry,2
Pterodactyl,Rex,7
Brachiosaurus,Longneck,2
Pterodactyl,Cera,69
Spinosaurus,Blue,26
Brachiosaurus,Pterry,62
Diplodocus,Tank,1
Velociraptor,Pterry,57
Velociraptor,Longneck,97
Spinosaurus,Spike,27
Spinosaurus,One-eye,49
Pterodactyl,Spike,14
Ankylosaurus,Pterry,29
Stegosaurus,Longneck,14
Stegosaurus,Spiny,52
Allosaurus,Blue,79
Stegosaurus,Cera,20
Stegosaurus,Pterry,95
Diplodocus,Cera,77
Pterodactyl,One-eye,57
Stegosaurus,Tiny,83
Stegosaurus,Spiny,78
Triceratops,Spiny,24
Stegosaurus,One-eye,91
Spinosaurus,Spiny,49
Ankylosaurus,Blue,30
Stegosaurus,Longneck,44
Diplodocus,Pterry,31
Ankylosaurus,Longneck,7
Brachiosaurus,Tiny,76
Tyrannosaurus,Spiny,79
Velociraptor,Longneck,80
Stegosaurus,Spiny,82
Velociraptor,Pterry,10
Brachiosaurus,Spiny,28
Velociraptor,Spiny,73
Diplodocus,Tank,23
Spinosaurus,Rex,28
Ankylosaurus,One-eye,83
Pterodactyl,Pterry,86
Brachiosaurus,One-eye,55
Diplodocus,Blue,10
Triceratops,Longneck,96
Triceratops,Tank,89
Allosaurus,One-eye,1
Triceratops,Spike,60
Allosaurus,Tiny,44
Triceratops,Spike,43
Spinosaurus,Rex,84
Stegosaurus,Spiny,36
Ankylosaurus,One-eye,59
Ankylosaurus,Cera,28
Allosaurus,Blue,10
Triceratops,Spike,96
Diplodocus,Blue,74
Tyrannosaurus,Longneck,30
Allosaurus,Spike,73
Ankylosaurus,Cera,60
Velociraptor,Cera,8
Ankylosaurus,Blue,11
Spinosaurus,Tank,73
Stegosaurus,Pterry,28
Velociraptor,Tiny,14
Diplodocus,Blue,58
Pterodactyl,Rex,33
Spinosaurus,One-eye,40
Allosaurus,Cera,29
Diplodocus,Rex,11
Allosaurus,Cera,8
Velociraptor,One-eye,35
Ankylosaurus,Tiny,47
Ankylosaurus,Longneck,65
Velociraptor,Longneck,55
Diplodocus,Tank,55
Triceratops,Cera,65
Spinosaurus,Longneck,87
Ankylosaurus,One-eye,54
Triceratops,Longneck,67
Spinosaurus,Cera,49
Brachiosaurus,Tank,69
Allosaurus,Cera,47
Allosaurus,Blue,78
Spinosaurus,Longneck,52
Stegosaurus,Spike,31
Diplodocus,Tank,12
Pterodactyl,Longneck,35
Stegosaurus,Tank,6
Pterodactyl,Cera,84
Stegosaurus,Pterry,77
Allosaurus,Spike,79
Allosaurus,Spike,10
Spinosaurus,Cera,36
Tyrannosaurus,Spike,35
Allosaurus,Spike,96
Stegosaurus,One-eye,79
Spinosaurus,Pterry,29
Stegosaurus,Spiny,87
Triceratops,Rex,23
Stegosaurus,Spiny,91
Ankylosaurus,Rex,63
Tyrannosaurus,Tank,83
Triceratops,Spiny,87
Allosaurus,Blue,29
Ankylosaurus,Blue,55
Triceratops,Rex,18
Brachiosaurus,Tank,66
Brachiosaurus,Spiny,43
Tyrannosaurus,Spike,40
Spinosaurus,Spiny,99
Stegosaurus,Blue,0
Ankylosaurus,One-eye,77
Triceratops,Tank,40
Triceratops,Rex,14
Stegosaurus,Tiny,71
Tyrannosaurus,Blue,77
Pterodactyl,Pterry,15
Tyrannosaurus,Cera,7
Ankylosaurus,Spike,78
Allosaurus,Rex,76
Allosaurus,Tank,15
Pterodactyl,Tank,42
Brachiosaurus,One-eye,30
Pterodactyl,Blue,15
Stegosaurus,Spiny,74
Allosaurus,Cera,9
Triceratops,Blue,63
Pterodactyl,Spiny,72
Allosaurus,Longneck,32
Ankylosaurus,One-eye,6
Allosaurus,Pterry,88
Triceratops,Spike,88
Tyrannosaurus,One-eye,92
Triceratops,Tank,39
Pterodactyl,Spiny,51
Ankylosaurus,Tiny,12
Brachiosaurus,Longneck,22
Spinosaurus,Spike,59
Diplodocus,One-eye,6
Pterodactyl,Tank,19
Tyrannosaurus,Pterry,18
Brachiosaurus,Blue,85
Brachiosaurus,Tank,56
Ankylosaurus,Longneck,0
Tyrannosaurus,Rex,37
Ankylosaurus,Rex,25
Stegosaurus,Cera,41
Stegosaurus,Cera,84
Triceratops,Pterry,34
Pterodactyl,Rex,41
Diplodocus,Spike,19
Ankylosaurus,Tank,67
Spinosaurus,Blue,32
Diplodocus,Tank,81
Triceratops,Tank,96
Brachiosaurus,Spike,8
Spinosaurus,Spiny,25
Diplodocus,Tiny,46
Pterodactyl,Spike,12
Velociraptor,Cera,89
Triceratops,One-eye,3
Allosaurus,Tiny,94
Stegosaurus,Spiny,59
Diplodocus,Spiny,12
Stegosaurus,Pterry,12
Triceratops,One-eye,73
Stegosaurus,Blue,36
Brachiosaurus,Blue,48
Brachiosaurus,Blue,52
Triceratops,Blue,32
Triceratops,Spiny,89
Brachiosaurus,Spike,54
Velociraptor,Tiny,34
Pterodactyl,Rex,3
Diplodocus,Blue,92
Stegosaurus,Pterry,56
Allosaurus,Cera,39
Diplodocus,Pterry,48
Ankylosaurus,Blue,99
Spinosaurus,Spike,79
Stegosaurus,Tank,74
Pterodactyl,Spike,77
Allosaurus,Spike,35
Stegosaurus,Spiny,56
Stegosaurus,Rex,29
Ankylosaurus,Longneck,88
Spinosaurus,Rex,60
Diplodocus,Spiny,82
Stegosaurus,Rex,48
Stegosaurus,Longneck,49
Allosaurus,Longneck,68
Pterodactyl,Spiny,22
Velociraptor,Rex,92
Diplodocus,Tiny,46
Triceratops,Spiny,67
Diplodocus,Tiny,19
Spinosaurus,Cera,97
Allosaurus,Tank,51
Diplodocus,Blue,15
Brachiosaurus,Blue,23
Diplodocus,Spiny,45
Ankylosaurus,Rex,94
Allosaurus,Spike,14
Diplodocus,One-eye,45
Diplodocus,Tiny,26
Stegosaurus,Cera,11
Allosaurus,Spiny,23
Triceratops,One-eye,33
Velociraptor,Pterry,73
Ankylosaurus,Tiny,92
Triceratops,Spiny,80
Spinosaurus,Longneck,97
Brachiosaurus,Pterry,14
Velociraptor,Rex,86
Tyrannosaurus,Tiny,5
Spinosaurus,Cera,2
Triceratops,Pterry,69
Allosaurus,Spike,97
Diplodocus,Tiny,50
Ankylosaurus,Spike,26
Diplodocus,One-eye,33
Velociraptor,Rex,63
Spinosaurus,Spiny,76
Velociraptor,Tank,89
Tyrannosaurus,Cera,42
Ankylosaurus,Rex,10
Pterodactyl,Tiny,86
Diplodocus,Cera,0
Diplodocus,Blue,77
Brachiosaurus,Spiny,10
Tyrannosaurus,Spike,10
Diplodocus,One-eye,35
Diplodocus,Cera,68
Stegosaurus,One-eye,89
Spinosaurus,Pterry,34
Spinosaurus,Pterry,44
Tyrannosaurus,Blue,89
Spinosaurus,Longneck,8
Brachiosaurus,One-eye,34
Triceratops,Tank,57
Brachiosaurus,Tiny,57
Allosaurus,Tank,9
Velociraptor,One-eye,82
Spinosaurus,One-eye,8
Brachiosaurus,Tank,50
Ankylosaurus,Tank,86
Tyrannosaurus,Longneck,43
Triceratops,Pterry,20
Spinosaurus,Cera,64
Brachiosaurus,Rex,43
Stegosaurus,Cera,62
Allosaurus,Rex,18
Diplodocus,Blue,60
Triceratops,Tiny,52
Allosaurus,Spiny,82
Pterodactyl,One-eye,73
Diplodocus,Blue,88
Stegosaurus,Blue,4
Velociraptor,Tank,4
Pterodactyl,Cera,83
Diplodocus,Rex,66
Tyrannosaurus,Blue,8
Allosaurus,Longneck,63
Stegosaurus,Cera,74
Spinosaurus,Blue,30
Tyrannosaurus,Cera,63
Velociraptor,Tiny,94
Stegosaurus,Tiny,94
Ankylosaurus,Tiny,85
Spinosaurus,Cera,18
Diplodocus,Cera,69
Allosaurus,Longneck,76
Pterodactyl,Spiny,36
Allosaurus,Tank,8
Pterodactyl,Cera,32
Diplodocus,Spiny,76
Velociraptor,Tiny,80
Stegosaurus,Tiny,72
Allosaurus,Pterry,17
Spinosaurus,Pterry,47
Stegosaurus,Longneck,29
Tyrannosaurus,Spike,79
Triceratops,One-eye,98
Allosaurus,Cera,52
Triceratops,Spiny,32
Brachiosaurus,One-eye,63
Velociraptor,Pterry,45
Allosaurus,Longneck,42
Stegosaurus,Spike,63
Triceratops,Blue,0
Velociraptor,Longneck,79
Spinosaurus,Tank,52
Spinosaurus,One-eye,89
Triceratops,Spike,96
Tyrannosaurus,Rex,29
Brachiosaurus,Cera,37
Diplodocus,Tank,61
Stegosaurus,Cera,74
Triceratops,Spike,86
Tyrannosaurus,Tank,43
Ankylosaurus,Spiny,11
Allosaurus,Cera,2
Diplodocus,One-eye,65
Diplodocus,Rex,76
Ankylosaurus,Spiny,77
Tyrannosaurus,Longneck,54
Stegosaurus,Spiny,58
Allosaurus,Rex,60
Allosaurus,Blue,26
Stegosaurus,Spiny,3
Stegosaurus,One-eye,5
Triceratops,Rex,8
Velociraptor,Tank,36
Stegosaurus,Rex,87
Stegosaurus,Tank,37
Velociraptor,Longneck,30
Stegosaurus,Blue,84
Ankylosaurus,Tiny,90
Velociraptor,Longneck,27
Diplodocus,Longneck,67
Triceratops,Longneck,49
Velociraptor,Tiny,82
Brachiosaurus,One-eye,68
Spinosaurus,Blue,87
Pterodactyl,Rex,59
Velociraptor,Cera,47
Spinosaurus,Rex,4
Brachiosaurus,One-eye,97
Diplodocus,Spike,32
Diplodocus,Tiny,2
Tyrannosaurus,One-eye,13
Tyrannosaurus,Longneck,34
Diplodocus,Pterry,77
Velociraptor,Tiny,15
Stegosaurus,Tiny,48
Spinosaurus,Tank,93
Velociraptor,Tank,94
Triceratops,Rex,15
Spinosaurus,Tank,12
Pterodactyl,Tiny,49
Allosaurus,Longneck,49
Triceratops,Tank,71
Diplodocus,Spike,93
Triceratops,Longneck,2
Stegosaurus,Spiny,85
Brachiosaurus,Rex,79
Brachiosaurus,Tank,42
Triceratops,Tank,49
Allosaurus,One-eye,85
Brachiosaurus,Tank,29
Tyrannosaurus,Cera,69
Stegosaurus,Tiny,19
Ankylosaurus,Rex,13
Spinosaurus,Cera,78
Allosaurus,One-eye,42
Ankylosaurus,Tank,44
Ankylosaurus,Cera,62
Diplodocus,One-eye,14
Allosaurus,Blue,0
Pterodactyl,Blue,24
Stegosaurus,Spiny,1
Stegosaurus,One-eye,53
Allosaurus,Blue,63
Ankylosaurus,Longneck,38
Ankylosaurus,Pterry,38
Pterodactyl,Pterry,69
Tyrannosaurus,Cera,95
Velociraptor,Tank,40
Velociraptor,Rex,10
Allosaurus,Cera,52
Allosaurus,Longneck,47
Allosaurus,Rex,47
Spinosaurus,Tank,72
Velociraptor,Longneck,83
Velociraptor,Spiny,46
Velociraptor,Blue,0
Brachiosaurus,Pterry,45
Brachiosaurus,One-eye,58
Diplodocus,Rex,79
Tyrannosaurus,One-eye,47
Diplodocus,Spiny,14
Triceratops,Tiny,57
Spinosaurus,Pterry,28
Tyrannosaurus,Pterry,18
Spinosaurus,Longneck,80
Pterodactyl,One-eye,17
Brachiosaurus,Pterry,96
Brachiosaurus,Spike,10
Spinosaurus,Rex,86
Stegosaurus,Tiny,78
Stegosaurus,Longneck,81
Stegosaurus,Spiny,81
Diplodocus,Tiny,59
Tyrannosaurus,One-eye,97
Diplodocus,Spike,62
Velociraptor,Tank,18
Stegosaurus,Blue,0
Allosaurus,Cera,20
Triceratops,Longneck,12
Stegosaurus,Tank,34
Diplodocus,Cera,11
Tyrannosaurus,Longneck,12
Velociraptor,Spiny,28
Diplodocus,One-eye,94
Stegosaurus,Pterry,66
Tyrannosaurus,Spike,3
Diplodocus,Spike,50
Ankylosaurus,Blue,36
Spinosaurus,Cera,98
Tyrannosaurus,Tiny,56
Velociraptor,Spike,15
Velociraptor,Longneck,58
Spinosaurus,Pterry,12
Brachiosaurus,Pterry,43
Triceratops,One-eye,54
Diplodocus,Spike,28
Velociraptor,Spiny,86
Ankylosaurus,Spiny,45
Ankylosaurus,Tiny,55
Stegosaurus,Spike,86
Tyrannosaurus,Longneck,16
Allosaurus,Tiny,54
Triceratops,Pterry,91
Triceratops,Pterry,97
Tyrannosaurus,Tiny,70
Tyrannosaurus,Spiny,98
Brachiosaurus,Spike,48
Pterodactyl,Pterry,70
Spinosaurus,Longneck,69
Pterodactyl,One-eye,99
Spinosaurus,Pterry,30
Allosaurus,Tank,20
Stegosaurus,Pterry,37
Tyrannosaurus,Cera,89
Diplodocus,Cera,38
Triceratops,Rex,89
Triceratops,Tiny,17
Pterodactyl,Longneck,28
Triceratops,Cera,49
Allosaurus,Pterry,91
Velociraptor,Rex,93
Ankylosaurus,Cera,3
Pterodactyl,Spike,37
Tyrannosaurus,Tiny,17
Diplodocus,Tank,2
Ankylosaurus,Tank,75
Triceratops,Longneck,25
Pterodactyl,Cera,33
Stegosaurus,One-eye,23
Stegosaurus,Spike,7
Pterodactyl,Pterry,61
Diplodocus,Spiny,2
Tyrannosaurus,Rex,31
Velociraptor,Longneck,2
Tyrannosaurus,Spike,8
Tyrannosaurus,Pterry,51
Spinosaurus,Rex,70
Tyrannosaurus,Rex,67
Tyrannosaurus,Pterry,16
Velociraptor,Tank,83
Tyrannosaurus,Tank,85
Diplodocus,Pterry,77
Pterodactyl,Spiny,99
Stegosaurus,Longneck,33
Stegosaurus,Rex,94
Diplodocus,Spiny,61
Triceratops,Spike,72
Diplodocus,Pterry,13
Diplodocus,Rex,9
Diplodocus,Cera,21
Brachiosaurus,Longneck,4
Velociraptor,Tank,74
Pterodactyl,Cera,85
Diplodocus,Spiny,86
Diplodocus,Blue,90
Diplodocus,Spiny,84
Pterodactyl,Pterry,11
Velociraptor,Tiny,49
Velociraptor,One-eye,64
Brachiosaurus,Tiny,4
Ankylosaurus,Spiny,95
Pterodactyl,Spike,57
Brachiosaurus,Longneck,15
Triceratops,Blue,87
Diplodocus,Spiny,15
Triceratops,Longneck,65
Spinosaurus,Tank,51
Stegosaurus,Tank,19
Stegosaurus,One-eye,7
Tyrannosaurus,Tank,62
Stegosaurus,Spike,68
Velociraptor,One-eye,32
Triceratops,Rex,23
Tyrannosaurus,Rex,82
Brachiosaurus,Rex,52
Diplodocus,Spiny,71
Spinosaurus,One-eye,43
Spinosaurus,Pterry,88
Stegosaurus,Spiny,81
Velociraptor,Longneck,67
Diplodocus,Spike,88
Allosaurus,Spike,66
Velociraptor,Tiny,56
Allosaurus,Cera,24
Stegosaurus,Pterry,39
Triceratops,Spiny,85
Allosaurus,Spiny,60
Velociraptor,Spike,48
Diplodocus,Cera,64
Allosaurus,Spike,64
Stegosaurus,Pterry,3
Brachiosaurus,Pterry,68
Ankylosaurus,Rex,4
Pterodactyl,Pterry,88
Spinosaurus,Rex,33
Triceratops,Tank,75
Velociraptor,Spike,58
Pterodactyl,Spiny,45
Tyrannosaurus,Tank,96
Allosaurus,Tiny,94
Ankylosaurus,Pterry,21
Allosaurus,Tank,17
Brachiosaurus,Tank,10
Triceratops,Rex,93
Pterodactyl,Rex,33
Pterodactyl,Pterry,73
Ankylosaurus,Spiny,60
Spinosaurus,Blue,30
Velociraptor,One-eye,39
Ankylosaurus,Tiny,56
Triceratops,Spiny,67
Brachiosaurus,Tiny,19
Brachiosaurus,Tiny,20
Tyrannosaurus,Tank,21
Allosaurus,Tank,60
Triceratops,Rex,85
Spinosaurus,Longneck,37
